Wall time,Step,Value
1589827143.763382,5,3.0368268489837646
1589827357.080165,18,5.830447196960449
1589827463.767575,24,2.594918966293335
1589827711.664116,40,2.478085517883301
1589827731.4151585,42,2.6889560222625732
1589827765.9185247,45,1.8818765878677368
1589827858.9091985,53,2.541853904724121
1589827903.1005101,56,2.522998094558716
1589828081.5354955,71,2.9949748516082764
1589828148.7549198,74,9.503477096557617
1589828434.1403167,94,4.931771278381348
1589828642.5650024,102,2.513315200805664
1589828703.4094052,105,2.711704730987549
1589828749.4200485,106,2.6027276515960693
1589828893.3315198,113,2.6531550884246826
1589829060.301274,126,2.5477213859558105
1589829175.425494,139,2.5779218673706055
1589829413.455848,150,3.4017412662506104
1589829505.8079588,155,2.6236536502838135
1589829571.2345002,158,2.643911123275757
1589829727.2424362,167,2.458773136138916
1589829895.0925174,178,2.7458572387695312
1589829956.6564085,183,2.5015881061553955
1589829988.6307876,185,2.4978551864624023
1589829994.9498775,186,2.6815695762634277
1589830032.18366,190,2.6143062114715576
1589830084.2246063,198,2.541350841522217
1589830201.7751627,206,2.6566529273986816
1589830216.2179961,207,2.5480504035949707
1589830270.5793846,212,2.8344931602478027
1589830406.1481729,223,2.534979820251465
1589830526.8740585,229,1.5782414674758911
1589830648.721798,234,2.5111701488494873
1589830885.8569589,249,2.5374133586883545
1589830933.8476393,255,2.6665568351745605
1589830972.307013,260,2.6258301734924316
1589831027.4511333,267,2.6000046730041504
1589831075.7126296,271,2.597872018814087
1589831095.9636505,273,2.584099531173706
1589831357.3051624,292,2.6179683208465576
1589831447.3241165,297,11.924076080322266
1589831466.4250147,298,3.081012725830078
1589831593.2795126,303,9.937211036682129
1589831663.9713554,308,8.141755104064941
1589831708.3628924,310,7.858859062194824
1589831850.2405367,318,8.888240814208984
1589831873.5013132,319,2.728299617767334
1589832099.6143763,330,9.146156311035156
1589832227.0320003,339,8.866863250732422
1589832337.9940622,347,1.9495713710784912
1589832682.870034,363,1.299810767173767
1589832734.0574107,367,2.6107306480407715
1589832928.4151816,377,2.739095687866211
1589834121.15557,421,2.6756746768951416
1589834130.7447808,422,2.594564914703369
1589834278.1214886,430,2.5119824409484863
1589834449.2886314,439,2.664876699447632
1589834468.1251123,441,2.7358615398406982
1589834482.8303537,442,2.5549354553222656
1589834507.495559,445,2.5622754096984863
1589834664.7930152,451,2.7759323120117188
1589834911.7418337,460,2.7703006267547607
1589834963.8941958,463,2.8314969539642334
1589834971.1708832,464,2.7653677463531494
1589835194.4815981,474,2.3009822368621826
1589835753.9067383,491,2.73095965385437
1589835808.8143687,493,2.6976985931396484
1589836253.8052387,512,2.5710792541503906
1589836286.1523426,514,2.6881301403045654
