Configuration,reward_mean,reward_std,min_dst_mean,min_dst_std,track_comp_perc,track_comp_count,curb_hit,obstacle_hit
1,6810,504,4.8485094635234445,0.3191417183396698,99.83208955223881,97.0,0.0,0.0
2,6810,504,4.8485094635234445,0.3191417183396698,99.83208955223881,97.0,0.0,0.0
3,8634,901,4.107628550163749,0.3901587340071383,99.98134328358209,99.5,0.0,0.0
4,6810,504,4.8485094635234445,0.3191417183396698,99.83208955223881,97.0,0.0,0.0
5,6810,504,4.8485094635234445,0.3191417183396698,99.83208955223881,97.0,0.0,0.0
6,8634,901,4.107628550163749,0.3901587340071383,99.98134328358209,99.5,0.0,0.0
